Tue Feb 23 02:55:51 EST 2021
kunlun oltp-randtabs.lua, write only, 1st run
sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 500
Report intermediate results every 1 second(s)
Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 500, tps: 7898.45, reads: 0.00, writes: 33593.68, response time: 132.98ms (95%), errors: 0.00, reconnects:  0.00
[ 288s] threads: 500, tps: 16128.96, reads: 0.00, writes: 64750.86, response time: 100.45ms (95%), errors: 0.00, reconnects:  0.00
[ 289s] threads: 500, tps: 16525.06, reads: 0.00, writes: 66154.24, response time: 97.52ms (95%), errors: 0.00, reconnects:  0.00
[ 290s] threads: 500, tps: 16425.02, reads: 0.00, writes: 64933.06, response time: 85.87ms (95%), errors: 0.00, reconnects:  0.00
[ 291s] threads: 500, tps: 16486.90, reads: 0.00, writes: 66775.60, response time: 99.91ms (95%), errors: 0.00, reconnects:  0.00
[ 292s] threads: 500, tps: 17560.03, reads: 0.00, writes: 70099.11, response time: 74.38ms (95%), errors: 0.00, reconnects:  0.00
[ 293s] threads: 500, tps: 17163.08, reads: 0.00, writes: 68563.31, response time: 79.99ms (95%), errors: 0.00, reconnects:  0.00
[ 294s] threads: 500, tps: 15673.93, reads: 0.00, writes: 62794.72, response time: 90.08ms (95%), errors: 0.00, reconnects:  0.00
[ 295s] threads: 500, tps: 17111.01, reads: 0.00, writes: 68508.04, response time: 92.05ms (95%), errors: 0.00, reconnects:  0.00
[ 296s] threads: 500, tps: 16861.01, reads: 0.00, writes: 67309.06, response time: 93.55ms (95%), errors: 0.00, reconnects:  0.00
[ 297s] threads: 500, tps: 16866.98, reads: 0.00, writes: 67370.92, response time: 99.08ms (95%), errors: 0.00, reconnects:  0.00
[ 298s] threads: 500, tps: 16423.04, reads: 0.00, writes: 65935.18, response time: 84.77ms (95%), errors: 0.00, reconnects:  0.00
[ 299s] threads: 500, tps: 16835.33, reads: 0.00, writes: 67613.33, response time: 87.74ms (95%), errors: 0.00, reconnects:  0.00
[ 300s] threads: 500, tps: 16512.62, reads: 0.00, writes: 65639.48, response time: 81.22ms (95%), errors: 0.00, reconnects:  0.00
OLTP test statistics:
    queries performed:
        read:                            0
        write:                           18795452
        other:                           9397726
        total:                           28193178
    transactions:                        4698863 (15662.20 per sec.)
    read/write requests:                 18795452 (62648.78 per sec.)
    other operations:                    9397726 (31324.39 per sec.)
    ignored errors:                      0      (0.00 per sec.)
    reconnects:                          0      (0.00 per sec.)

General statistics:
    total time:                          300.0131s
    total number of events:              4698863
    total time taken by event execution: 149995.1068s
    response time:
         min:                                  2.04ms
         avg:                                 31.92ms
         max:                                785.13ms
         approx.  95 percentile:              94.65ms

Threads fairness:
    events (avg/stddev):           9397.7260/138.31
    execution time (avg/stddev):   299.9902/0.00

Tue Mar 2 02:41:53 EST 2021
kunlun oltp-randtabs.lua, write only, 2nd run
sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 500
Report intermediate results every 1 second(s)
Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 500, tps: 9041.22, reads: 0.00, writes: 37675.74, response time: 111.72ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 500, tps: 9725.10, reads: 0.00, writes: 38954.38, response time: 90.30ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 500, tps: 11568.97, reads: 0.00, writes: 46000.88, response time: 78.83ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 500, tps: 11186.29, reads: 0.00, writes: 45244.17, response time: 70.29ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 500, tps: 10891.79, reads: 0.00, writes: 43544.18, response time: 84.85ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 500, tps: 11445.96, reads: 0.00, writes: 45734.83, response time: 75.86ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 500, tps: 11647.99, reads: 0.00, writes: 46597.96, response time: 71.71ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 500, tps: 11531.05, reads: 0.00, writes: 46327.22, response time: 73.78ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 500, tps: 7418.98, reads: 0.00, writes: 29749.94, response time: 106.02ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 500, tps: 1939.01, reads: 0.00, writes: 7748.03, response time: 412.89ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 500, tps: 1249.99, reads: 0.00, writes: 5007.94, response time: 504.59ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 500, tps: 1457.00, reads: 0.00, writes: 5629.02, response time: 565.04ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 500, tps: 833.01, reads: 0.00, writes: 3524.04, response time: 507.16ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 500, tps: 1870.00, reads: 0.00, writes: 7478.98, response time: 718.14ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 500, tps: 1655.00, reads: 0.00, writes: 6622.02, response time: 467.79ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 500, tps: 1460.98, reads: 0.00, writes: 5514.94, response time: 447.11ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 500, tps: 1388.00, reads: 0.00, writes: 5887.01, response time: 549.52ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 500, tps: 1642.00, reads: 0.00, writes: 6510.99, response time: 929.27ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 500, tps: 6540.02, reads: 0.00, writes: 26189.09, response time: 120.65ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 500, tps: 6289.97, reads: 0.00, writes: 24893.86, response time: 126.15ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 500, tps: 7059.03, reads: 0.00, writes: 28528.14, response time: 110.19ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 500, tps: 7447.97, reads: 0.00, writes: 29634.87, response time: 113.03ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 500, tps: 8240.03, reads: 0.00, writes: 33104.11, response time: 98.49ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 500, tps: 9587.92, reads: 0.00, writes: 38270.70, response time: 106.21ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 500, tps: 11255.04, reads: 0.00, writes: 44960.16, response time: 73.93ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 500, tps: 11632.99, reads: 0.00, writes: 45689.95, response time: 73.27ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 500, tps: 10836.03, reads: 0.00, writes: 44219.13, response time: 84.52ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 500, tps: 10989.95, reads: 0.00, writes: 43767.80, response time: 80.76ms (95%), errors: 0.00, reconnects:  0.00
[  29s] threads: 500, tps: 11586.03, reads: 0.00, writes: 46470.10, response time: 73.56ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 500, tps: 11296.98, reads: 0.00, writes: 45252.92, response time: 75.48ms (95%), errors: 0.00, reconnects:  0.00
[  31s] threads: 500, tps: 11567.03, reads: 0.00, writes: 46286.12, response time: 70.22ms (95%), errors: 0.00, reconnects:  0.00
[  32s] threads: 500, tps: 11713.04, reads: 0.00, writes: 46870.15, response time: 70.16ms (95%), errors: 0.00, reconnects:  0.00
[  33s] threads: 500, tps: 11253.02, reads: 0.00, writes: 44202.15, response time: 79.85ms (95%), errors: 0.00, reconnects:  0.00
[  34s] threads: 500, tps: 11437.27, reads: 0.00, writes: 46000.09, response time: 74.47ms (95%), errors: 0.00, reconnects:  0.00
[  35s] threads: 500, tps: 11085.83, reads: 0.00, writes: 44871.35, response time: 84.37ms (95%), errors: 0.00, reconnects:  0.00
[  36s] threads: 500, tps: 11697.78, reads: 0.00, writes: 46483.14, response time: 72.81ms (95%), errors: 0.00, reconnects:  0.00
[  37s] threads: 500, tps: 11554.06, reads: 0.00, writes: 46538.23, response time: 70.99ms (95%), errors: 0.00, reconnects:  0.00
[  38s] threads: 500, tps: 11519.00, reads: 0.00, writes: 45993.01, response time: 75.34ms (95%), errors: 0.00, reconnects:  0.00
[  39s] threads: 500, tps: 11659.96, reads: 0.00, writes: 46046.85, response time: 75.05ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 500, tps: 11195.02, reads: 0.00, writes: 45472.09, response time: 73.52ms (95%), errors: 0.00, reconnects:  0.00
[  41s] threads: 500, tps: 11385.01, reads: 0.00, writes: 45587.03, response time: 77.70ms (95%), errors: 0.00, reconnects:  0.00
[  42s] threads: 500, tps: 10597.98, reads: 0.00, writes: 42308.91, response time: 85.46ms (95%), errors: 0.00, reconnects:  0.00
[  43s] threads: 500, tps: 11783.04, reads: 0.00, writes: 46881.15, response time: 70.94ms (95%), errors: 0.00, reconnects:  0.00
[  44s] threads: 500, tps: 11658.94, reads: 0.00, writes: 46787.78, response time: 72.92ms (95%), errors: 0.00, reconnects:  0.00
[  45s] threads: 500, tps: 11892.85, reads: 0.00, writes: 47580.41, response time: 70.63ms (95%), errors: 0.00, reconnects:  0.00
[  46s] threads: 500, tps: 11331.21, reads: 0.00, writes: 45496.82, response time: 73.14ms (95%), errors: 0.00, reconnects:  0.00
[  47s] threads: 500, tps: 11117.99, reads: 0.00, writes: 44467.95, response time: 80.35ms (95%), errors: 0.00, reconnects:  0.00
[  48s] threads: 500, tps: 11524.98, reads: 0.00, writes: 46009.90, response time: 74.05ms (95%), errors: 0.00, reconnects:  0.00
[  49s] threads: 500, tps: 11527.96, reads: 0.00, writes: 45978.84, response time: 71.43ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 500, tps: 11261.16, reads: 0.00, writes: 45170.66, response time: 80.47ms (95%), errors: 0.00, reconnects:  0.00
[  51s] threads: 500, tps: 11067.94, reads: 0.00, writes: 44252.75, response time: 83.21ms (95%), errors: 0.00, reconnects:  0.00
[  52s] threads: 500, tps: 11940.95, reads: 0.00, writes: 47690.81, response time: 67.97ms (95%), errors: 0.00, reconnects:  0.00
[  53s] threads: 500, tps: 11678.00, reads: 0.00, writes: 46787.02, response time: 70.77ms (95%), errors: 0.00, reconnects:  0.00
[  54s] threads: 500, tps: 11729.97, reads: 0.00, writes: 46765.86, response time: 73.96ms (95%), errors: 0.00, reconnects:  0.00
[  55s] threads: 500, tps: 11374.08, reads: 0.00, writes: 45711.31, response time: 73.87ms (95%), errors: 0.00, reconnects:  0.00
[  56s] threads: 500, tps: 11645.96, reads: 0.00, writes: 46340.84, response time: 73.19ms (95%), errors: 0.00, reconnects:  0.00
[  57s] threads: 500, tps: 11341.96, reads: 0.00, writes: 45541.86, response time: 73.91ms (95%), errors: 0.00, reconnects:  0.00
[  58s] threads: 500, tps: 11204.04, reads: 0.00, writes: 44890.16, response time: 81.08ms (95%), errors: 0.00, reconnects:  0.00
[  59s] threads: 500, tps: 11631.86, reads: 0.00, writes: 46220.45, response time: 78.10ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 500, tps: 11227.05, reads: 0.00, writes: 45016.20, response time: 80.52ms (95%), errors: 0.00, reconnects:  0.00
[  61s] threads: 500, tps: 11532.05, reads: 0.00, writes: 46214.20, response time: 71.18ms (95%), errors: 0.00, reconnects:  0.00
[  62s] threads: 500, tps: 11522.58, reads: 0.00, writes: 46020.34, response time: 72.36ms (95%), errors: 0.00, reconnects:  0.00
[  63s] threads: 500, tps: 11496.41, reads: 0.00, writes: 45655.65, response time: 74.96ms (95%), errors: 0.00, reconnects:  0.00
[  64s] threads: 500, tps: 11791.88, reads: 0.00, writes: 47428.53, response time: 72.75ms (95%), errors: 0.00, reconnects:  0.00
[  65s] threads: 500, tps: 10859.10, reads: 0.00, writes: 43667.41, response time: 81.86ms (95%), errors: 0.00, reconnects:  0.00
[  66s] threads: 500, tps: 11787.06, reads: 0.00, writes: 47213.26, response time: 69.64ms (95%), errors: 0.00, reconnects:  0.00
[  67s] threads: 500, tps: 11482.89, reads: 0.00, writes: 45464.57, response time: 71.93ms (95%), errors: 0.00, reconnects:  0.00
[  68s] threads: 500, tps: 11149.94, reads: 0.00, writes: 44772.75, response time: 79.99ms (95%), errors: 0.00, reconnects:  0.00
[  69s] threads: 500, tps: 11416.32, reads: 0.00, writes: 45722.30, response time: 82.67ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 500, tps: 11792.61, reads: 0.00, writes: 46101.46, response time: 73.14ms (95%), errors: 0.00, reconnects:  0.00
[  71s] threads: 500, tps: 11301.52, reads: 0.00, writes: 46382.03, response time: 74.91ms (95%), errors: 0.00, reconnects:  0.00
[  72s] threads: 500, tps: 11445.62, reads: 0.00, writes: 45709.48, response time: 73.98ms (95%), errors: 0.00, reconnects:  0.00
[  73s] threads: 500, tps: 11066.09, reads: 0.00, writes: 44357.35, response time: 84.70ms (95%), errors: 0.00, reconnects:  0.00
[  74s] threads: 500, tps: 11574.01, reads: 0.00, writes: 46112.06, response time: 74.05ms (95%), errors: 0.00, reconnects:  0.00
[  75s] threads: 500, tps: 11201.53, reads: 0.00, writes: 44967.11, response time: 76.00ms (95%), errors: 0.00, reconnects:  0.00
[  76s] threads: 500, tps: 11630.21, reads: 0.00, writes: 46632.85, response time: 73.45ms (95%), errors: 0.00, reconnects:  0.00
[  77s] threads: 500, tps: 11432.16, reads: 0.00, writes: 45217.62, response time: 75.50ms (95%), errors: 0.00, reconnects:  0.00
[  78s] threads: 500, tps: 11124.02, reads: 0.00, writes: 44882.09, response time: 82.57ms (95%), errors: 0.00, reconnects:  0.00
[  79s] threads: 500, tps: 11607.41, reads: 0.00, writes: 45764.67, response time: 76.00ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 500, tps: 11895.07, reads: 0.00, writes: 47688.30, response time: 73.03ms (95%), errors: 0.00, reconnects:  0.00
[  81s] threads: 500, tps: 10964.52, reads: 0.00, writes: 44499.12, response time: 86.28ms (95%), errors: 0.00, reconnects:  0.00
[  82s] threads: 500, tps: 11498.00, reads: 0.00, writes: 45961.01, response time: 76.73ms (95%), errors: 0.00, reconnects:  0.00
[  83s] threads: 500, tps: 11488.04, reads: 0.00, writes: 45812.17, response time: 74.71ms (95%), errors: 0.00, reconnects:  0.00
[  84s] threads: 500, tps: 11276.98, reads: 0.00, writes: 45234.91, response time: 77.70ms (95%), errors: 0.00, reconnects:  0.00
[  85s] threads: 500, tps: 11728.00, reads: 0.00, writes: 46809.01, response time: 72.79ms (95%), errors: 0.00, reconnects:  0.00
[  86s] threads: 500, tps: 11650.01, reads: 0.00, writes: 46726.04, response time: 73.71ms (95%), errors: 0.00, reconnects:  0.00
[  87s] threads: 500, tps: 11595.98, reads: 0.00, writes: 46014.93, response time: 78.90ms (95%), errors: 0.00, reconnects:  0.00
[  88s] threads: 500, tps: 10785.88, reads: 0.00, writes: 43616.55, response time: 80.33ms (95%), errors: 0.00, reconnects:  0.00
[  89s] threads: 500, tps: 11739.05, reads: 0.00, writes: 46742.20, response time: 75.43ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 500, tps: 11476.00, reads: 0.00, writes: 46026.99, response time: 72.68ms (95%), errors: 0.00, reconnects:  0.00
[  91s] threads: 500, tps: 11719.95, reads: 0.00, writes: 46925.79, response time: 70.33ms (95%), errors: 0.00, reconnects:  0.00
[  92s] threads: 500, tps: 11539.04, reads: 0.00, writes: 46027.16, response time: 72.47ms (95%), errors: 0.00, reconnects:  0.00
[  93s] threads: 500, tps: 11463.98, reads: 0.00, writes: 45919.91, response time: 73.82ms (95%), errors: 0.00, reconnects:  0.00
[  94s] threads: 500, tps: 11356.01, reads: 0.00, writes: 45516.03, response time: 75.21ms (95%), errors: 0.00, reconnects:  0.00
[  95s] threads: 500, tps: 11485.00, reads: 0.00, writes: 45794.99, response time: 75.59ms (95%), errors: 0.00, reconnects:  0.00
[  96s] threads: 500, tps: 10694.99, reads: 0.00, writes: 42700.97, response time: 90.19ms (95%), errors: 0.00, reconnects:  0.00
[  97s] threads: 500, tps: 11378.07, reads: 0.00, writes: 45485.27, response time: 76.46ms (95%), errors: 0.00, reconnects:  0.00
[  98s] threads: 500, tps: 10674.99, reads: 0.00, writes: 42814.95, response time: 102.64ms (95%), errors: 0.00, reconnects:  0.00
[  99s] threads: 500, tps: 11576.83, reads: 0.00, writes: 46291.30, response time: 72.97ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 500, tps: 11567.16, reads: 0.00, writes: 46320.64, response time: 74.94ms (95%), errors: 0.00, reconnects:  0.00
[ 101s] threads: 500, tps: 11725.01, reads: 0.00, writes: 46977.03, response time: 72.21ms (95%), errors: 0.00, reconnects:  0.00
[ 102s] threads: 500, tps: 11365.82, reads: 0.00, writes: 45394.28, response time: 79.94ms (95%), errors: 0.00, reconnects:  0.00
[ 103s] threads: 500, tps: 11598.13, reads: 0.00, writes: 46074.51, response time: 74.74ms (95%), errors: 0.00, reconnects:  0.00
[ 104s] threads: 500, tps: 11140.99, reads: 0.00, writes: 44917.96, response time: 81.51ms (95%), errors: 0.00, reconnects:  0.00
[ 105s] threads: 500, tps: 11165.02, reads: 0.00, writes: 44649.10, response time: 85.95ms (95%), errors: 0.00, reconnects:  0.00
[ 106s] threads: 500, tps: 11381.04, reads: 0.00, writes: 45143.15, response time: 77.05ms (95%), errors: 0.00, reconnects:  0.00
[ 107s] threads: 500, tps: 11251.03, reads: 0.00, writes: 45498.13, response time: 74.49ms (95%), errors: 0.00, reconnects:  0.00
[ 108s] threads: 500, tps: 11414.02, reads: 0.00, writes: 45611.08, response time: 75.16ms (95%), errors: 0.00, reconnects:  0.00
[ 109s] threads: 500, tps: 10908.92, reads: 0.00, writes: 43370.67, response time: 83.34ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 500, tps: 11349.66, reads: 0.00, writes: 45438.64, response time: 76.71ms (95%), errors: 0.00, reconnects:  0.00
[ 111s] threads: 500, tps: 11030.36, reads: 0.00, writes: 43973.44, response time: 81.22ms (95%), errors: 0.00, reconnects:  0.00
[ 112s] threads: 500, tps: 11209.85, reads: 0.00, writes: 45134.42, response time: 80.76ms (95%), errors: 0.00, reconnects:  0.00
[ 113s] threads: 500, tps: 11326.14, reads: 0.00, writes: 44669.54, response time: 74.74ms (95%), errors: 0.00, reconnects:  0.00
[ 114s] threads: 500, tps: 11083.98, reads: 0.00, writes: 44845.90, response time: 81.88ms (95%), errors: 0.00, reconnects:  0.00
[ 115s] threads: 500, tps: 11734.42, reads: 0.00, writes: 46824.67, response time: 73.78ms (95%), errors: 0.00, reconnects:  0.00
[ 116s] threads: 500, tps: 11730.67, reads: 0.00, writes: 47253.68, response time: 72.38ms (95%), errors: 0.00, reconnects:  0.00
[ 117s] threads: 500, tps: 11485.93, reads: 0.00, writes: 45355.72, response time: 74.69ms (95%), errors: 0.00, reconnects:  0.00
[ 118s] threads: 500, tps: 9405.06, reads: 0.00, writes: 38157.25, response time: 221.60ms (95%), errors: 0.00, reconnects:  0.00
[ 119s] threads: 500, tps: 11603.94, reads: 0.00, writes: 46176.75, response time: 71.16ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 500, tps: 10920.00, reads: 0.00, writes: 43849.98, response time: 85.79ms (95%), errors: 0.00, reconnects:  0.00
[ 121s] threads: 500, tps: 11150.04, reads: 0.00, writes: 44694.17, response time: 77.15ms (95%), errors: 0.00, reconnects:  0.00
[ 122s] threads: 500, tps: 11786.97, reads: 0.00, writes: 46971.88, response time: 73.63ms (95%), errors: 0.00, reconnects:  0.00
[ 123s] threads: 500, tps: 11075.95, reads: 0.00, writes: 44343.80, response time: 82.99ms (95%), errors: 0.00, reconnects:  0.00
[ 124s] threads: 500, tps: 11625.04, reads: 0.00, writes: 46459.18, response time: 72.40ms (95%), errors: 0.00, reconnects:  0.00
[ 125s] threads: 500, tps: 11522.02, reads: 0.00, writes: 46278.06, response time: 71.58ms (95%), errors: 0.00, reconnects:  0.00
[ 126s] threads: 500, tps: 11645.96, reads: 0.00, writes: 45914.86, response time: 71.73ms (95%), errors: 0.00, reconnects:  0.00
[ 127s] threads: 500, tps: 11086.96, reads: 0.00, writes: 44865.85, response time: 79.56ms (95%), errors: 0.00, reconnects:  0.00
[ 128s] threads: 500, tps: 11777.15, reads: 0.00, writes: 47230.61, response time: 72.16ms (95%), errors: 0.00, reconnects:  0.00
[ 129s] threads: 500, tps: 2361.01, reads: 0.00, writes: 9518.02, response time: 441.00ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 500, tps: 1261.99, reads: 0.00, writes: 5044.96, response time: 524.14ms (95%), errors: 0.00, reconnects:  0.00
[ 131s] threads: 500, tps: 1540.02, reads: 0.00, writes: 6163.06, response time: 510.51ms (95%), errors: 0.00, reconnects:  0.00
[ 132s] threads: 500, tps: 1498.98, reads: 0.00, writes: 5488.94, response time: 514.50ms (95%), errors: 0.00, reconnects:  0.00
[ 133s] threads: 500, tps: 1532.01, reads: 0.00, writes: 6631.02, response time: 483.59ms (95%), errors: 0.00, reconnects:  0.00
[ 134s] threads: 500, tps: 1137.00, reads: 0.00, writes: 4376.00, response time: 537.81ms (95%), errors: 0.00, reconnects:  0.00
[ 135s] threads: 500, tps: 1892.01, reads: 0.00, writes: 7742.04, response time: 526.03ms (95%), errors: 0.00, reconnects:  0.00
[ 136s] threads: 500, tps: 1371.00, reads: 0.00, writes: 5482.01, response time: 409.57ms (95%), errors: 0.00, reconnects:  0.00
[ 137s] threads: 500, tps: 1057.00, reads: 0.00, writes: 4231.99, response time: 855.83ms (95%), errors: 0.00, reconnects:  0.00
[ 138s] threads: 500, tps: 4815.99, reads: 0.00, writes: 19259.95, response time: 459.46ms (95%), errors: 0.00, reconnects:  0.00
[ 139s] threads: 500, tps: 6778.98, reads: 0.00, writes: 27116.92, response time: 110.98ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 500, tps: 6897.01, reads: 0.00, writes: 27591.03, response time: 118.86ms (95%), errors: 0.00, reconnects:  0.00
[ 141s] threads: 500, tps: 6205.98, reads: 0.00, writes: 24823.92, response time: 122.10ms (95%), errors: 0.00, reconnects:  0.00
[ 142s] threads: 500, tps: 7329.01, reads: 0.00, writes: 29250.06, response time: 138.26ms (95%), errors: 0.00, reconnects:  0.00
[ 143s] threads: 500, tps: 7844.85, reads: 0.00, writes: 31217.42, response time: 120.00ms (95%), errors: 0.00, reconnects:  0.00
[ 144s] threads: 500, tps: 11680.29, reads: 0.00, writes: 46911.15, response time: 71.33ms (95%), errors: 0.00, reconnects:  0.00
[ 145s] threads: 500, tps: 11097.52, reads: 0.00, writes: 43906.09, response time: 79.85ms (95%), errors: 0.00, reconnects:  0.00
[ 146s] threads: 500, tps: 11817.40, reads: 0.00, writes: 47694.60, response time: 71.50ms (95%), errors: 0.00, reconnects:  0.00
[ 147s] threads: 500, tps: 11612.94, reads: 0.00, writes: 46424.75, response time: 74.83ms (95%), errors: 0.00, reconnects:  0.00
[ 148s] threads: 500, tps: 11513.05, reads: 0.00, writes: 45727.21, response time: 73.03ms (95%), errors: 0.00, reconnects:  0.00
[ 149s] threads: 500, tps: 11630.03, reads: 0.00, writes: 45871.10, response time: 71.63ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 500, tps: 11473.98, reads: 0.00, writes: 46675.91, response time: 73.23ms (95%), errors: 0.00, reconnects:  0.00
[ 151s] threads: 500, tps: 11164.97, reads: 0.00, writes: 44584.89, response time: 81.95ms (95%), errors: 0.00, reconnects:  0.00
[ 152s] threads: 500, tps: 11485.04, reads: 0.00, writes: 45872.17, response time: 73.67ms (95%), errors: 0.00, reconnects:  0.00
[ 153s] threads: 500, tps: 11076.02, reads: 0.00, writes: 44589.08, response time: 92.13ms (95%), errors: 0.00, reconnects:  0.00
[ 154s] threads: 500, tps: 11502.98, reads: 0.00, writes: 45642.93, response time: 76.27ms (95%), errors: 0.00, reconnects:  0.00
[ 155s] threads: 500, tps: 11587.97, reads: 0.00, writes: 46631.90, response time: 70.99ms (95%), errors: 0.00, reconnects:  0.00
[ 156s] threads: 500, tps: 11569.01, reads: 0.00, writes: 46021.04, response time: 76.73ms (95%), errors: 0.00, reconnects:  0.00
[ 157s] threads: 500, tps: 11447.03, reads: 0.00, writes: 45426.11, response time: 74.69ms (95%), errors: 0.00, reconnects:  0.00
[ 158s] threads: 500, tps: 10072.99, reads: 0.00, writes: 41136.98, response time: 116.05ms (95%), errors: 0.00, reconnects:  0.00
[ 159s] threads: 500, tps: 11485.96, reads: 0.00, writes: 45912.83, response time: 71.69ms (95%), errors: 0.00, reconnects:  0.00
[ 160s] threads: 500, tps: 11402.06, reads: 0.00, writes: 45558.24, response time: 84.57ms (95%), errors: 0.00, reconnects:  0.00
[ 161s] threads: 500, tps: 10976.95, reads: 0.00, writes: 43328.82, response time: 84.52ms (95%), errors: 0.00, reconnects:  0.00
[ 162s] threads: 500, tps: 11572.98, reads: 0.00, writes: 46578.91, response time: 75.16ms (95%), errors: 0.00, reconnects:  0.00
[ 163s] threads: 500, tps: 11240.01, reads: 0.00, writes: 44998.03, response time: 77.01ms (95%), errors: 0.00, reconnects:  0.00
[ 164s] threads: 500, tps: 11491.00, reads: 0.00, writes: 46249.00, response time: 72.60ms (95%), errors: 0.00, reconnects:  0.00
[ 165s] threads: 500, tps: 11586.01, reads: 0.00, writes: 46085.02, response time: 70.84ms (95%), errors: 0.00, reconnects:  0.00
[ 166s] threads: 500, tps: 11227.39, reads: 0.00, writes: 45079.54, response time: 73.91ms (95%), errors: 0.00, reconnects:  0.00
[ 167s] threads: 500, tps: 11641.71, reads: 0.00, writes: 46596.86, response time: 71.30ms (95%), errors: 0.00, reconnects:  0.00
[ 168s] threads: 500, tps: 11425.93, reads: 0.00, writes: 45127.71, response time: 76.85ms (95%), errors: 0.00, reconnects:  0.00
[ 169s] threads: 500, tps: 10494.08, reads: 0.00, writes: 42535.33, response time: 97.67ms (95%), errors: 0.00, reconnects:  0.00
[ 170s] threads: 500, tps: 11852.98, reads: 0.00, writes: 47371.91, response time: 71.65ms (95%), errors: 0.00, reconnects:  0.00
[ 171s] threads: 500, tps: 10924.77, reads: 0.00, writes: 43614.09, response time: 81.42ms (95%), errors: 0.00, reconnects:  0.00
[ 172s] threads: 500, tps: 11256.18, reads: 0.00, writes: 45123.73, response time: 78.66ms (95%), errors: 0.00, reconnects:  0.00
[ 173s] threads: 500, tps: 11714.79, reads: 0.00, writes: 46646.15, response time: 70.48ms (95%), errors: 0.00, reconnects:  0.00
[ 174s] threads: 500, tps: 11391.27, reads: 0.00, writes: 45876.09, response time: 75.77ms (95%), errors: 0.00, reconnects:  0.00
[ 175s] threads: 500, tps: 11659.85, reads: 0.00, writes: 46081.43, response time: 71.43ms (95%), errors: 0.00, reconnects:  0.00
[ 176s] threads: 500, tps: 10926.14, reads: 0.00, writes: 44182.58, response time: 82.57ms (95%), errors: 0.00, reconnects:  0.00
[ 177s] threads: 500, tps: 11802.98, reads: 0.00, writes: 47270.91, response time: 77.89ms (95%), errors: 0.00, reconnects:  0.00
[ 178s] threads: 500, tps: 11289.04, reads: 0.00, writes: 45209.14, response time: 90.19ms (95%), errors: 0.00, reconnects:  0.00
[ 179s] threads: 500, tps: 11739.29, reads: 0.00, writes: 46757.15, response time: 72.36ms (95%), errors: 0.00, reconnects:  0.00
[ 180s] threads: 500, tps: 11669.66, reads: 0.00, writes: 46709.64, response time: 74.02ms (95%), errors: 0.00, reconnects:  0.00
[ 181s] threads: 500, tps: 11655.02, reads: 0.00, writes: 46636.09, response time: 77.84ms (95%), errors: 0.00, reconnects:  0.00
